molecule	logP	Encap_Efficiency	n_beads	epsilon_W	epsilon_EO	epsilon_N1	epsilon_polymer	relative_polymer_over_W	delta_polymer_minus_W	plape_plape	plape_res	res_res	res-rest
TP3	-1.716671922	0.02	1	3.730000	2.904738	2.110000	5.014738	1.344434	1.284738	-26217.800000	-17.626500	-1.131460	-1496.450000
TP3a	-1.366330714	0.02	1	3.420000	2.773986	2.110000	4.883986	1.428066	1.463986	-26151.400000	-19.774700	-1.036600	-1347.360000
TP3d	-1.366330714	0.02	1	3.420000	2.773986	2.110000	4.883986	1.428066	1.463986	-26072.100000	-20.845400	-0.965018	-1346.560000
TP4	-2.119564312	0.01	1	4.300000	3.040970	1.850000	4.890970	1.137435	0.590970	-26268.900000	-12.063000	-1.160080	-1771.330000
TP4a	-1.664120741	0.02	1	3.730000	2.904738	1.850000	4.754738	1.274729	1.024738	-26309.300000	-16.009700	-1.156940	-1499.080000
TP4d	-1.664120741	0.02	1	3.730000	2.904738	1.850000	4.754738	1.274729	1.024738	-26265.500000	-15.690200	-1.136650	-1497.800000
TP5	-2.662593185	0.01	1	4.630000	3.176673	1.670000	4.846673	1.046798	0.216673	-26313.100000	-10.895600	-1.245310	-1933.630000
TP5a	-2.312251977	0.01	1	4.300000	3.040970	1.670000	4.710970	1.095574	0.410970	-26296.800000	-11.864500	-1.101370	-1771.510000
TP5d	-2.312251977	0.02	1	4.300000	3.040970	1.670000	4.710970	1.095574	0.410970	-26050.700000	-11.798700	-1.044770	-1772.580000
TP6	-2.592524944	0.02	1	4.630000	3.422170	1.670000	5.092170	1.099821	0.462170	-26193.800000	-14.491700	-1.676580	-1931.730000
TP6a	-2.224666675	0.01	1	4.300000	3.296589	1.670000	4.966589	1.155021	0.666589	-26102.900000	-15.559500	-1.435560	-1770.750000
TP6d	-2.224666675	0.01	1	4.300000	3.296589	1.670000	4.966589	1.155021	0.666589	-26270.500000	-15.281700	-1.447240	-1770.090000
TQ1	-2.487422581	0.21	1	10.220000	1.331118	8.017000	9.348118	0.914689	-0.871882	-25962.300000	-1104.670000	-0.214834	-3973.090000
TQ2	-2.539973762	0.11	1	10.550000	1.588868	8.039000	9.627868	0.912594	-0.922132	-25917.000000	-598.804000	-0.196478	-4543.210000
TQ3	-3.2756903	0.02	1	10.780000	1.693738	7.843000	9.536738	0.884670	-1.243262	-26242.600000	-94.100000	-0.203183	-5086.020000
TQ4	-2.85528085	0.01	1	11.100000	1.790600	7.751000	9.541600	0.859604	-1.558400	-26229.600000	-32.339900	-0.209147	-5317.510000
TQ5	-2.977900273	0	1	11.460000	1.995620	7.725000	9.720620	0.848222	-1.739380	-26327.500000	-9.934760	-0.250219	-5538.340000
TX1	1.331296593	0.34	1	0.920000	2.611034	2.110000	4.721034	5.131559	3.801034	-25919.600000	-352.627000	-2.581800	-180.982000
TX2	0.910887142	0.17	1	1.360000	2.444126	2.110000	4.554126	3.348622	3.194126	-26176.600000	-158.744000	-1.210830	-377.683000
TX3	0.945921263	0.2	1	1.360000	2.257488	2.310000	4.567488	3.358447	3.207488	-26096.900000	-220.280000	-0.855119	-360.812000
TX4	0.472960632	0.15	1	1.550000	2.257488	2.310000	4.567488	2.946766	3.017488	-26109.700000	-158.781000	-0.809791	-452.015000
X1	2.504939641	0.6	1	2.300000	3.528987	3.240000	6.768987	2.943038	4.468987	-25635.300000	-1211.080000	-42.573500	-701.819000
X2	2.224666675	0.39	1	2.560000	3.446738	3.240000	6.686738	2.612007	4.126738	-25587.100000	-766.981000	-18.450100	-1028.570000
X3	2.4348714	0.48	1	2.560000	3.382492	3.390000	6.772492	2.645505	4.212492	-25565.400000	-986.296000	-20.585300	-936.249000
X4	1.523984257	0.34	1	2.780000	3.382492	3.390000	6.772492	2.436148	3.992492	-25763.900000	-697.497000	-12.916000	-1192.410000
